id,age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,subscribed
5130,48,technician,married,high.school,no,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
5131,42,technician,married,professional.course,unknown,no,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
5132,33,management,married,university.degree,no,yes,no,cellular,may,wed,4,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
5133,49,blue-collar,married,high.school,unknown,yes,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
5134,45,technician,single,university.degree,no,no,no,cellular,may,tue,2,999,1,failure,-1.8,93.876,-40.0,0.6970000000000001,5008.7,yes
5135,27,blue-collar,single,basic.6y,no,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
5136,44,technician,divorced,university.degree,unknown,no,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
5137,31,blue-collar,married,basic.4y,unknown,yes,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
5138,55,blue-collar,married,illiterate,no,no,no,cellular,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
5139,34,technician,divorced,unknown,no,no,no,telephone,jul,thu,5,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
5140,26,blue-collar,single,basic.4y,no,yes,no,cellular,may,fri,2,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
5141,41,services,married,basic.9y,no,no,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
5142,31,services,married,high.school,no,yes,no,cellular,jun,wed,2,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes
5143,45,admin.,married,high.school,no,no,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
5144,23,blue-collar,single,basic.9y,no,no,no,cellular,jul,thu,4,999,1,failure,-1.7,94.215,-40.3,0.846,4991.6,yes
5145,24,admin.,married,unknown,no,yes,no,cellular,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
5146,24,blue-collar,single,basic.9y,no,unknown,unknown,cellular,jun,wed,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,no
5147,56,retired,married,unknown,no,no,yes,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
5148,33,technician,married,professional.course,no,no,no,cellular,aug,thu,5,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
5149,51,technician,married,university.degree,no,yes,no,cellular,mar,thu,2,999,0,nonexistent,-1.8,92.843,-50.0,1.538,5099.1,no
5150,37,housemaid,married,basic.4y,unknown,yes,yes,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
5151,35,blue-collar,single,unknown,no,no,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
5152,50,management,single,university.degree,no,yes,yes,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
5153,29,admin.,single,high.school,no,yes,no,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
5154,53,services,married,high.school,no,yes,no,telephone,may,wed,9,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
5155,31,technician,single,university.degree,no,yes,no,cellular,apr,thu,1,5,1,success,-1.8,93.075,-47.1,1.365,5099.1,yes
5156,34,admin.,married,high.school,no,no,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
5157,59,admin.,married,basic.4y,unknown,no,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
5158,41,technician,single,university.degree,unknown,no,no,telephone,may,wed,8,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
5159,56,services,divorced,high.school,unknown,yes,no,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
5160,32,technician,single,university.degree,no,no,no,cellular,jul,fri,1,3,2,success,-1.7,94.215,-40.3,0.885,4991.6,no
5161,51,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
5162,37,blue-collar,married,basic.6y,unknown,yes,yes,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
5163,33,blue-collar,married,basic.9y,no,no,no,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
5164,49,admin.,married,high.school,unknown,no,no,telephone,may,thu,5,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
5165,38,blue-collar,married,basic.6y,no,yes,no,telephone,jun,wed,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
5166,39,technician,married,university.degree,unknown,yes,no,cellular,aug,fri,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
5167,33,blue-collar,single,basic.9y,no,no,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
5168,39,management,married,university.degree,no,no,no,telephone,apr,tue,1,999,2,failure,-1.8,93.749,-34.6,0.6459999999999999,5008.7,yes
5169,54,services,divorced,high.school,unknown,no,no,telephone,may,wed,5,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
5170,42,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
5171,57,management,married,university.degree,no,yes,no,cellular,aug,thu,11,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
5172,41,management,divorced,university.degree,unknown,yes,yes,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
5173,42,admin.,divorced,university.degree,no,no,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
5174,60,retired,divorced,professional.course,no,no,no,cellular,jul,tue,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,yes
5175,34,technician,divorced,professional.course,no,no,no,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
5176,39,technician,married,university.degree,no,no,no,cellular,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
5177,24,blue-collar,single,basic.9y,unknown,yes,no,cellular,jul,tue,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
5178,47,blue-collar,married,basic.4y,unknown,yes,no,cellular,may,mon,1,999,1,failure,-1.8,92.893,-46.2,1.2990000000000002,5099.1,no
5179,34,technician,single,professional.course,unknown,yes,no,telephone,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,no
5180,40,admin.,married,university.degree,no,no,no,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
5181,27,admin.,single,high.school,unknown,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,yes
5182,55,technician,married,professional.course,unknown,yes,no,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
5183,28,management,married,high.school,unknown,no,no,telephone,jun,tue,6,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
5184,26,services,married,high.school,no,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
5185,30,services,married,university.degree,unknown,yes,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
5186,58,admin.,divorced,basic.9y,unknown,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
5187,32,admin.,married,university.degree,no,no,no,telephone,jun,fri,9,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
5188,31,admin.,single,university.degree,no,yes,yes,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
5189,66,retired,married,unknown,no,no,no,cellular,sep,tue,1,999,1,failure,-1.1,94.199,-37.5,0.8809999999999999,4963.6,no
5190,32,technician,married,high.school,no,no,no,cellular,may,fri,3,999,0,nonexistent,-1.8,92.893,-46.2,1.3130000000000002,5099.1,no
5191,32,admin.,single,high.school,no,no,no,cellular,may,fri,2,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
5192,23,admin.,married,high.school,no,no,yes,cellular,may,thu,5,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no
5193,52,retired,married,university.degree,unknown,no,no,cellular,nov,wed,1,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,no
5194,34,self-employed,single,university.degree,no,yes,no,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
5195,33,technician,married,professional.course,no,no,no,cellular,jun,tue,2,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,no
5196,59,self-employed,married,professional.course,no,unknown,unknown,cellular,apr,mon,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
5197,60,retired,married,basic.4y,unknown,yes,no,cellular,oct,fri,1,999,0,nonexistent,-3.4,92.431,-26.9,0.72,5017.5,no
5198,88,retired,divorced,basic.4y,no,yes,no,cellular,may,wed,4,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,no
5199,33,admin.,single,university.degree,no,no,no,cellular,aug,tue,9,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
5200,21,blue-collar,single,basic.9y,no,no,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
5201,35,self-employed,single,university.degree,no,no,yes,cellular,nov,wed,1,3,1,success,-0.1,93.2,-42.0,4.12,5195.8,no
5202,57,technician,married,basic.9y,no,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
5203,36,management,married,university.degree,no,yes,no,cellular,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
5204,58,blue-collar,married,basic.9y,unknown,no,no,cellular,aug,wed,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
5205,27,admin.,single,high.school,no,yes,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.2990000000000002,5099.1,no
5206,45,admin.,married,university.degree,no,no,no,cellular,aug,tue,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
5207,32,admin.,single,university.degree,no,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
5208,32,services,married,professional.course,no,yes,no,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
5209,44,admin.,married,university.degree,no,yes,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
5210,43,technician,married,unknown,unknown,yes,yes,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
5211,40,management,married,university.degree,no,no,no,cellular,jul,tue,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
5212,32,technician,married,university.degree,no,no,no,cellular,jun,mon,3,999,1,failure,-1.7,94.055,-39.8,0.754,4991.6,no
5213,54,technician,divorced,university.degree,no,no,no,cellular,aug,fri,1,999,1,failure,-2.9,92.201,-31.4,0.8490000000000001,5076.2,no
5214,50,blue-collar,married,basic.4y,no,no,no,cellular,may,thu,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
5215,55,technician,married,professional.course,no,yes,no,cellular,apr,mon,3,999,2,failure,-1.8,93.075,-47.1,1.466,5099.1,no
5216,51,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,wed,6,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
5217,30,admin.,single,university.degree,no,yes,no,telephone,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,no
5218,38,technician,married,professional.course,unknown,yes,no,cellular,nov,wed,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
5219,47,admin.,single,high.school,no,no,no,cellular,may,mon,1,999,1,failure,-1.8,92.893,-46.2,1.2990000000000002,5099.1,no
5220,40,self-employed,married,basic.4y,unknown,no,no,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
5221,45,unemployed,divorced,basic.4y,unknown,no,no,cellular,nov,thu,4,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
5222,43,services,married,basic.4y,no,no,no,cellular,nov,mon,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,no
5223,34,technician,married,university.degree,unknown,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
5224,59,technician,married,university.degree,no,no,no,cellular,aug,wed,4,999,0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2,no
5225,31,blue-collar,divorced,basic.9y,no,yes,yes,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
5226,40,management,single,university.degree,no,no,no,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,yes
5227,33,technician,single,professional.course,no,no,yes,cellular,aug,fri,5,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
5228,35,unemployed,divorced,professional.course,no,no,no,cellular,nov,tue,2,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
5229,43,technician,married,professional.course,no,yes,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
5230,37,admin.,single,university.degree,no,no,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
5231,48,admin.,single,university.degree,no,yes,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
5232,27,blue-collar,married,basic.9y,unknown,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
5233,30,blue-collar,single,basic.9y,unknown,yes,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
5234,30,admin.,single,high.school,no,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
5235,31,admin.,single,university.degree,no,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
5236,27,services,married,basic.9y,no,no,no,telephone,jul,thu,3,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,no
5237,43,technician,married,university.degree,no,no,yes,cellular,nov,fri,1,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,no
5238,43,technician,single,professional.course,no,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
5239,34,admin.,single,university.degree,unknown,no,no,telephone,jun,thu,16,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,no
5240,44,admin.,divorced,unknown,no,no,no,telephone,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
5241,59,technician,married,university.degree,unknown,no,yes,cellular,jul,thu,7,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
5242,35,admin.,single,high.school,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
5243,35,blue-collar,married,basic.6y,unknown,yes,no,cellular,may,tue,1,0,1,success,-1.8,92.893,-46.2,1.344,5099.1,no
5244,32,services,married,high.school,no,yes,no,cellular,jul,fri,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
5245,33,admin.,single,university.degree,no,no,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
5246,40,management,married,university.degree,no,unknown,unknown,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
5247,39,admin.,married,university.degree,no,no,no,cellular,jul,fri,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
5248,42,services,married,basic.9y,no,yes,no,cellular,may,fri,1,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,no
5249,37,unemployed,married,professional.course,no,no,no,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
5250,34,management,married,university.degree,no,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
5251,53,self-employed,married,university.degree,no,yes,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
5252,35,management,married,university.degree,no,no,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
5253,27,blue-collar,single,basic.6y,unknown,yes,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
5254,31,blue-collar,married,basic.9y,no,no,no,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
5255,31,technician,single,professional.course,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
5256,32,admin.,married,high.school,no,no,no,cellular,jul,wed,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
5257,81,retired,divorced,basic.4y,no,yes,no,cellular,dec,fri,3,999,0,nonexistent,-3.0,92.713,-33.0,0.7140000000000001,5023.5,yes
5258,47,admin.,married,high.school,no,no,no,telephone,may,wed,11,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
5259,56,admin.,married,basic.9y,no,yes,yes,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,no
5260,21,student,single,high.school,no,no,no,cellular,may,thu,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no
5261,44,housemaid,married,basic.4y,unknown,no,no,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,no
5262,49,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,fri,27,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
5263,38,entrepreneur,married,basic.9y,no,no,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
5264,28,blue-collar,married,basic.6y,unknown,yes,no,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
5265,30,admin.,married,university.degree,no,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
5266,28,admin.,single,basic.9y,no,yes,yes,telephone,may,mon,4,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
5267,42,technician,married,basic.9y,no,no,no,cellular,apr,mon,4,999,0,nonexistent,-1.8,93.075,-47.1,1.466,5099.1,no
5268,40,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
5269,54,admin.,married,university.degree,unknown,no,yes,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
5270,22,technician,single,university.degree,no,yes,no,cellular,jun,fri,2,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,no
5271,38,blue-collar,divorced,unknown,no,yes,no,telephone,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
5272,42,housemaid,married,unknown,unknown,yes,no,telephone,jun,mon,4,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
5273,41,admin.,divorced,high.school,no,yes,no,cellular,nov,fri,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
5274,48,admin.,single,high.school,no,no,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
5275,43,technician,married,professional.course,no,no,no,cellular,aug,thu,3,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
5276,32,entrepreneur,married,high.school,no,yes,no,telephone,nov,wed,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
5277,35,services,single,high.school,unknown,yes,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
5278,29,admin.,married,high.school,no,yes,no,cellular,nov,wed,1,999,1,failure,-3.4,92.649,-30.1,0.7190000000000001,5017.5,no
5279,41,blue-collar,married,basic.4y,unknown,no,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
5280,34,entrepreneur,married,unknown,no,no,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
5281,42,blue-collar,married,basic.4y,unknown,no,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
5282,26,blue-collar,single,high.school,unknown,no,no,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
5283,31,admin.,married,high.school,no,no,no,cellular,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
5284,44,technician,divorced,professional.course,unknown,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
5285,28,blue-collar,single,basic.9y,no,no,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
5286,32,admin.,single,university.degree,no,no,no,telephone,nov,wed,3,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
5287,43,admin.,single,high.school,no,no,no,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
5288,33,self-employed,single,university.degree,no,yes,yes,cellular,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
5289,34,blue-collar,married,basic.9y,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
5290,74,retired,divorced,basic.4y,no,yes,no,cellular,oct,mon,2,999,0,nonexistent,-1.1,94.601,-49.5,1.0,4963.6,no
5291,80,retired,married,basic.4y,no,no,no,cellular,mar,fri,3,6,4,success,-1.8,93.369,-34.8,0.649,5008.7,yes
5292,34,management,single,university.degree,no,yes,no,telephone,may,thu,1,999,0,nonexistent,-1.8,93.876,-40.0,0.6829999999999999,5008.7,no
5293,45,blue-collar,married,unknown,no,no,no,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
5294,58,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,wed,3,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
5295,28,self-employed,single,professional.course,no,yes,no,cellular,jun,thu,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,no
5296,37,admin.,married,university.degree,no,no,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
5297,35,services,married,high.school,no,yes,no,cellular,jul,tue,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
5298,48,blue-collar,married,basic.9y,no,no,yes,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
5299,55,housemaid,married,university.degree,no,yes,no,telephone,jun,tue,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
5300,29,blue-collar,single,basic.9y,no,no,no,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
5301,49,technician,divorced,professional.course,unknown,no,no,cellular,aug,thu,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
5302,30,admin.,single,university.degree,no,no,yes,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
5303,33,technician,single,university.degree,unknown,unknown,unknown,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
5304,53,retired,married,basic.4y,no,no,no,telephone,may,thu,23,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
5305,42,blue-collar,divorced,basic.9y,no,yes,no,telephone,jun,wed,5,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
5306,40,blue-collar,married,professional.course,no,no,no,telephone,jul,mon,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
5307,44,unemployed,married,basic.9y,no,no,no,cellular,may,mon,3,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
5308,50,technician,married,high.school,no,no,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
5309,57,admin.,married,university.degree,unknown,yes,no,cellular,aug,wed,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
5310,41,technician,married,unknown,no,yes,yes,cellular,may,mon,1,3,2,success,-1.8,92.893,-46.2,1.354,5099.1,yes
5311,36,services,married,high.school,no,yes,no,cellular,oct,fri,1,6,1,success,-3.4,92.431,-26.9,0.7390000000000001,5017.5,no
5312,45,self-employed,single,basic.9y,no,yes,no,cellular,apr,wed,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
5313,33,admin.,married,university.degree,no,unknown,unknown,cellular,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
5314,51,blue-collar,married,basic.9y,unknown,no,no,cellular,aug,wed,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
5315,26,student,single,high.school,no,no,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
5316,26,blue-collar,single,basic.9y,unknown,no,yes,telephone,jun,fri,14,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
5317,22,services,married,basic.9y,no,yes,no,cellular,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
5318,30,technician,married,professional.course,no,yes,no,telephone,oct,tue,2,999,0,nonexistent,-3.4,92.431,-26.9,0.728,5017.5,no
5319,32,admin.,single,professional.course,no,yes,yes,cellular,mar,tue,1,999,0,nonexistent,-1.8,92.843,-50.0,1.614,5099.1,no
5320,32,services,married,high.school,no,no,no,cellular,apr,mon,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
5321,73,retired,married,basic.4y,no,yes,yes,cellular,aug,fri,1,999,0,nonexistent,-2.9,92.201,-31.4,0.8809999999999999,5076.2,no
5322,47,blue-collar,married,basic.4y,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
5323,53,self-employed,married,university.degree,no,yes,no,cellular,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,yes
5324,32,admin.,married,university.degree,no,yes,yes,cellular,may,mon,1,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,no
5325,36,blue-collar,married,basic.9y,no,no,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
5326,46,unknown,married,university.degree,no,no,no,telephone,may,wed,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
5327,37,unemployed,married,basic.9y,no,yes,yes,cellular,may,fri,4,999,0,nonexistent,-1.8,92.893,-46.2,1.3130000000000002,5099.1,no
5328,28,technician,single,professional.course,no,yes,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
